"Bluestock Fintech — Nifty 100  |  Cash Flow  |  1,187 records",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
id,company_id,year,operating_activity,investing_activity,financing_activity,net_cash_flow
946,POWERGRID,2017,21575,-23836,3959,1698
947,POWERGRID,2018,22710,-25701,1285,-1707
948,POWERGRID,2019,23271,-18727,-2431,2113
949,POWERGRID,2020,30739,-10733,-18806,1199
950,POWERGRID,2021,29403,-9244,-20521,-362
951,POWERGRID,2022,26124,753,-28967,-2091
952,POWERGRID,2023,40203,-7138,-30450,2615
953,POWERGRID,2024,37290,-13114,-25903,-1728
954,RECLTD,2013,-20059,152,16059,-3847
955,RECLTD,2014,-17244,136,16815,-293
956,RECLTD,2015,-23898,151,23098,-649
957,RECLTD,2016,-13278,-756,15291,1257
958,RECLTD,2017,6805,-101,-3947,2757
959,RECLTD,2018,-32510,46,28244,-4220
960,RECLTD,2019,-35866,457,35543,134
961,RECLTD,2020,-32712,121,33926,1336
962,RECLTD,2021,-43512,861,42113,-538
963,RECLTD,2022,-819,-287,68,-1038
964,RECLTD,2023,-37360,-943,38123,-180
965,RECLTD,2024,-57723,-1831,59588,34
966,RELIANCE,2013,36918,-27601,408,9725
967,RELIANCE,2014,43261,-73070,13713,-16096
968,RELIANCE,2015,34374,-64706,8444,-21888
969,RELIANCE,2016,38134,-36186,-3210,-1262
970,RELIANCE,2017,49550,-66201,8617,-8034
971,RELIANCE,2018,71459,-68192,-2001,1266
972,RELIANCE,2019,42346,-94507,55906,3745
973,RELIANCE,2020,94877,-72497,-2541,19839
974,RELIANCE,2021,26958,-142385,101904,-13523
975,RELIANCE,2022,110654,-109162,17289,18781
976,RELIANCE,2023,115032,-93001,10455,32486
977,RELIANCE,2024,158788,-113581,-16646,28561
978,SBILIFE,2013,1130,-227,-58,845
979,SBILIFE,2014,166,-708,-58,-600
980,SBILIFE,2015,2711,-178,-117,2416
981,SBILIFE,2016,5778,-7204,-144,-1570
982,SBILIFE,2017,8525,-9032,-144,-651
983,SBILIFE,2018,10395,-8910,-221,1264
984,SBILIFE,2019,13473,-13552,-241,-321
985,SBILIFE,2020,19299,-16986,-198,2114
986,SBILIFE,2021,23878,-19203,3,4677
987,SBILIFE,2022,21852,-21611,-231,10
988,SBILIFE,2023,28656,-30203,-415,-1962
989,SBILIFE,2024,29122,-31221,-227,-2327
990,SBIN,2013,24332,-2271,-4424,17637
991,SBIN,2014,19142,-791,3583,21934
992,SBIN,2015,26297,-3424,-1553,21320
993,SBIN,2016,14477,-2747,4348,16078
994,SBIN,2017,77406,-4572,-4196,68638
995,SBIN,2018,-96508,13053,5547,-77908
996,SBIN,2019,29556,220,448,30223
997,SBIN,2020,23929,-555,5430,28803
998,SBIN,2021,89919,-3670,7143,93392
999,SBIN,2022,57695,-2652,-3845,51198
1000,SBIN,2023,-86014,-966,6386,-80593
1001,SBIN,2024,21632,-3476,-9896,8260
1002,SHREECEM,2013,1260,-270,-982,8
1003,SHREECEM,2014,1401,-1234,-156,11
1004,SHREECEM,2015,1239,-990,-259,-10
1005,SHREECEM,2016,1566,-1265,-271,31
1006,SHREECEM,2017,2202,-2048,-167,-13
1007,SHREECEM,2018,1879,-3595,1726,10
1008,SHREECEM,2019,2080,-720,-1276,84
1009,SHREECEM,2020,3973,-5590,1581,-36
1010,SHREECEM,2021,4254,-2651,-1233,370
1011,SHREECEM,2022,2668,-2143,-849,-324
1012,SHREECEM,2023,2569,-2405,-277,-113
1013,SHREECEM,2024,3347,-1418,-1710,220
1014,SHRIRAMFIN,2013,-8359,-41,9060,661
1015,SHRIRAMFIN,2014,-4055,-112,5010,843
1016,SHRIRAMFIN,2015,-9611,-45,7836,-1819
1017,SHRIRAMFIN,2016,-5507,-36,2822,-2721
1018,SHRIRAMFIN,2017,-2677,-2,3017,338
1019,SHRIRAMFIN,2018,-13142,86,13014,-42
1020,SHRIRAMFIN,2019,-5535,-76,5550,-62
1021,SHRIRAMFIN,2020,-2464,-55,4579,2060
1022,SHRIRAMFIN,2021,-4239,-25,12226,7962
1023,SHRIRAMFIN,2022,-8859,-34,8505,-388
1024,SHRIRAMFIN,2023,-17625,5076,11820,-730
1025,SHRIRAMFIN,2024,-31101,-258,27609,-3750
1026,SIEMENS,2011,3,264,-196,70
1027,SIEMENS,2014,608,130,-220,517
1028,SIEMENS,2015,574,646,-245,975
1029,SIEMENS,2016,513,237,-1614,-864
1030,SIEMENS,2017,573,1321,-285,1610
1031,SIEMENS,2018,100,-174,-305,-379
1032,SIEMENS,2019,1273,-1135,-312,-174
1033,SIEMENS,2020,720,871,-386,1205
1034,SIEMENS,2021,1422,-2389,-502,-1469
1035,SIEMENS,2022,978,-34,-392,552
1036,SIEMENS,2023,1400,-759,-450,191
1037,SIEMENS,2024,1670,-502,-523,644
1038,SUNPHARMA,2013,3357,-2375,-665,316
1039,SUNPHARMA,2014,3959,-2176,507,2290
1040,SUNPHARMA,2015,5616,-1502,-1187,2927
1041,SUNPHARMA,2016,6686,-3949,-1889,848
1042,SUNPHARMA,2017,7082,-4186,-2285,611
1043,SUNPHARMA,2018,3907,-3104,-1539,-736
1044,SUNPHARMA,2019,2196,-310,-2731,-844
1045,SUNPHARMA,2020,6555,-2225,-5715,-1386
1046,SUNPHARMA,2021,6170,407,-5980,596
1047,SUNPHARMA,2022,8985,-5556,-5193,-1765
1048,SUNPHARMA,2023,4959,-7220,2376,115
1049,SUNPHARMA,2024,12135,-763,-6710,4662
1050,TATACONSUM,2013,173,24,186,383
1051,TATACONSUM,2014,422,-1,-363,57
1052,TATACONSUM,2015,418,-207,-392,-182
1053,TATACONSUM,2016,116,145,-282,-21
1054,TATACONSUM,2017,741,145,-816,70
1055,TATACONSUM,2018,356,-31,-30,294
1056,TATACONSUM,2019,210,53,-224,39
1057,TATACONSUM,2020,1082,-622,-308,152
1058,TATACONSUM,2021,1656,-346,-426,884
1059,TATACONSUM,2022,1516,-1317,-995,-796
1060,TATACONSUM,2023,1461,-834,-714,-87
1061,TATACONSUM,2024,1937,-1911,256,281
1062,TATAMOTORS,2013,22163,-22969,-1692,-2499
1063,TATAMOTORS,2014,36151,-27991,-3883,4277
1064,TATAMOTORS,2015,35531,-36232,5201,4500
1065,TATAMOTORS,2016,37900,-36694,-3795,-2589
1066,TATAMOTORS,2017,30199,-39571,6205,-3167
1067,TATAMOTORS,2018,23857,-25139,2012,730
1068,TATAMOTORS,2019,18891,-20878,8830,6843
1069,TATAMOTORS,2020,26633,-33115,3390,-3092
1070,TATAMOTORS,2021,29001,-25672,9904,13232
1071,TATAMOTORS,2022,14283,-4444,-3380,6459
1072,TATAMOTORS,2023,35388,-15417,-26243,-6272
1073,TATAMOTORS,2024,67915,-22782,-37006,8128
1074,TATAPOWER,2013,3286,-4026,-593,-1333
1075,TATAPOWER,2014,6483,-3609,-3265,-392
1076,TATAPOWER,2015,5981,-3865,-2239,-123
1077,TATAPOWER,2016,7415,-1805,-6183,-574
1078,TATAPOWER,2017,7014,-7373,937,579
1079,TATAPOWER,2018,6364,-1512,-4726,126
1080,TATAPOWER,2019,4574,-272,-5184,-883
1081,TATAPOWER,2020,7375,-493,-5110,1773
1082,TATAPOWER,2021,8345,993,-7603,1736
1083,TATAPOWER,2022,6693,-6250,-1183,-741
1084,TATAPOWER,2023,7166,-7263,1341,1243
1085,TATAPOWER,2024,12596,-9027,-4497,-928
1086,TATASTEEL,2013,14035,-13099,-1780,-844
1087,TATASTEEL,2014,13146,-15378,1015,-1218
1088,TATASTEEL,2015,11880,-9021,-2617,241
1089,TATASTEEL,2016,11455,-8794,-4729,-2068
1090,TATASTEEL,2017,10824,-9490,-2579,-1245
1091,TATASTEEL,2018,8023,-11730,6640,2933
1092,TATASTEEL,2019,25336,-29176,-673,-4513
1093,TATASTEEL,2020,20169,-14012,-1695,4462
1094,TATASTEEL,2021,44327,-9437,-37090,-2200
1095,TATASTEEL,2022,44381,-10905,-23401,10075
1096,TATASTEEL,2023,21683,-18179,-6981,-3477
1097,TATASTEEL,2024,20301,-14253,-11097,-5049
1098,TCS,2013,11615,-6038,-5729,-152
1099,TCS,2014,14751,-9452,-5673,-374
1100,TCS,2015,19369,-1807,-17168,394
1101,TCS,2016,19109,-5010,-9666,4433
1102,TCS,2017,25223,-16895,-11026,-2698
1103,TCS,2018,25067,3104,-26885,1286
1104,TCS,2019,28593,1645,-27897,2341
1105,TCS,2020,32369,8968,-39915,1422
1106,TCS,2021,38802,-7956,-32634,-1788
1107,TCS,2022,39949,-738,-33581,5630
1108,TCS,2023,41965,548,-47878,-5365
1109,TCS,2024,44338,6091,-48536,1893
1110,TECHM,2013,855,-622,65,298
1111,TECHM,2014,1596,291,-972,915
1112,TECHM,2015,2448,-1865,-829,-246
1113,TECHM,2016,3137,-1453,-496,1188
1114,TECHM,2017,4071,-2893,-1571,-392
1115,TECHM,2018,3554,-3319,-269,-35
1116,TECHM,2019,4432,-2104,-2251,77
1117,TECHM,2020,4358,1081,-4466,974
1118,TECHM,2021,8094,-5433,-2987,-326
1119,TECHM,2022,5285,480,-4667,1098
1120,TECHM,2023,5572,-226,-5078,267
1121,TECHM,2024,6376,-1318,-4767,291
1122,TITAN,2013,553,-142,-236,176
1123,TITAN,2014,-555,-271,497,-329
1124,TITAN,2015,503,-118,-1005,-620
1125,TITAN,2016,576,-159,-505,-88
1126,TITAN,2017,1712,-953,-166,594
1127,TITAN,2018,-51,98,-252,-206
1128,TITAN,2019,1243,-797,-489,-43
1129,TITAN,2020,-348,235,-242,-355
1130,TITAN,2021,4139,-2799,-1234,106
1131,TITAN,2022,-724,1165,-403,38
1132,TITAN,2023,1370,-1814,457,13
1133,TITAN,2024,1695,-189,-1329,177
1134,TORNTPHARM,2013,153,-247,20,-73
1135,TORNTPHARM,2014,599,-418,86,268
1136,TORNTPHARM,2015,810,-2113,1212,-90
1137,TORNTPHARM,2016,2742,-869,-1435,437
1138,TORNTPHARM,2017,1009,-798,-193,18
1139,TORNTPHARM,2018,894,-4677,3417,-366
1140,TORNTPHARM,2019,1798,-246,-1314,238
1141,TORNTPHARM,2020,1393,229,-1549,73
1142,TORNTPHARM,2021,2005,-444,-1651,-89
1143,TORNTPHARM,2022,1803,-196,-1781,-174
1144,TORNTPHARM,2023,2368,-2335,77,110
1145,TORNTPHARM,2024,3266,-160,-2780,327
1146,TRENT,2013,31,-276,147,-97
1147,TRENT,2014,-46,-48,-50,-145
1148,TRENT,2015,-10,-306,310,-6
1149,TRENT,2016,109,-98,-13,-2
1150,TRENT,2017,102,-44,-51,7
1151,TRENT,2018,77,-4,-74,-1
1152,TRENT,2019,21,-37,37,21
1153,TRENT,2020,361,-809,452,5
1154,TRENT,2021,285,18,-283,20
1155,TRENT,2022,58,56,-108,6
1156,TRENT,2023,595,-103,-491,1
1157,TRENT,2024,1349,-508,-629,211
1158,TVSMOTOR,2013,464,-120,-402,-58
1159,TVSMOTOR,2014,470,-235,-216,19
1160,TVSMOTOR,2015,83,-415,261,-71
1161,TVSMOTOR,2016,936,-605,-319,12
1162,TVSMOTOR,2017,689,-709,-59,-79
1163,TVSMOTOR,2018,354,-1095,897,156
1164,TVSMOTOR,2019,-918,-1104,2210,188
1165,TVSMOTOR,2020,373,-1090,1619,902
1166,TVSMOTOR,2021,1151,-882,264,532
1167,TVSMOTOR,2022,-1575,-1471,2918,532
1168,TVSMOTOR,2023,-4405,-1308,6118,406
1169,TVSMOTOR,2024,-1253,-1001,2759,505
1170,ULTRACEMCO,2013,3618,-4362,715,-30
1171,ULTRACEMCO,2014,3455,-2342,-949,164
1172,ULTRACEMCO,2015,4190,-2144,-2110,-63
1173,ULTRACEMCO,2016,4526,-3673,-844,8
1174,ULTRACEMCO,2017,5005,-2501,-2535,-31
1175,ULTRACEMCO,2018,3888,1866,-5735,18
1176,ULTRACEMCO,2019,5956,1165,-6757,364
1177,ULTRACEMCO,2020,8972,-4192,-5076,-295
1178,ULTRACEMCO,2021,12500,-8856,-4356,-712
1179,ULTRACEMCO,2022,9283,2257,-12498,-958
1180,ULTRACEMCO,2023,9069,-7188,-1631,250
1181,ULTRACEMCO,2024,10898,-8789,-1926,183
1182,UNIONBANK,2013,-4245,-343,5096,507
1183,UNIONBANK,2014,2570,-363,4902,7109
1184,UNIONBANK,2015,-3567,-318,3168,-718
1185,UNIONBANK,2016,81,-9,-2,70
1186,UNIONBANK,2017,-6624,-280,10194,3289
1187,UNIONBANK,2018,6097,-315,10792,16574
1188,UNIONBANK,2019,-7778,-297,1758,-6317
1189,UNIONBANK,2020,-77,-4,201,121
1190,UNIONBANK,2021,20527,-601,-18861,1066
1191,UNIONBANK,2022,36339,-558,-786,34995
1192,UNIONBANK,2023,6056,-2561,-10654,-7159
1193,UNIONBANK,2024,19930,-1394,-11489,7047
1194,UNITDSPR,2013,1969,-1121,-992,-145
1195,UNITDSPR,2014,-552,-252,1235,431
1196,UNITDSPR,2015,-196,3855,-4002,-343
1197,UNITDSPR,2016,283,733,-1155,-139
1198,UNITDSPR,2017,647,-227,-475,-56
1199,UNITDSPR,2018,925,104,-966,63
1200,UNITDSPR,2019,948,-66,-808,74
1201,UNITDSPR,2020,783,-194,-740,-150
1202,UNITDSPR,2021,1818,-99,-1707,12
1203,UNITDSPR,2022,977,-313,-688,-23
1204,UNITDSPR,2023,615,-55,-500,60
1205,UNITDSPR,2024,1118,226,-407,937
1206,VBL,2012,280,-507,229,3
1207,VBL,2013,297,-574,274,-2
1208,VBL,2014,431,-500,58,-11
1209,VBL,2015,555,-300,-236,19
1210,VBL,2016,826,-1048,230,8
1211,VBL,2017,620,-746,159,32
1212,VBL,2018,1000,-937,-84,-22
1213,VBL,2019,1308,-2320,1107,95
1214,VBL,2020,1012,-472,-574,-33
1215,VBL,2021,1231,-1008,-178,46
1216,VBL,2022,1790,-1769,-18,4
1217,VBL,2023,2391,-3288,985,88
1218,VEDL,2013,22,-311,238,-51
1219,VEDL,2014,15601,-2890,-5052,7659
1220,VEDL,2015,17805,-4133,-13956,-284
1221,VEDL,2016,20377,-7868,-11303,1206
1222,VEDL,2017,18083,2681,-12425,8339
1223,VEDL,2018,17366,15480,-39255,-6409
1224,VEDL,2019,23754,-10594,-10242,2918
1225,VEDL,2020,19300,-5925,-15547,-2172
1226,VEDL,2021,23980,-6678,-17565,-263
1227,VEDL,2022,34963,-2243,-28903,3817
1228,VEDL,2023,33065,-668,-34142,-1745
1229,VEDL,2024,35654,-13676,-26092,-4114
1230,WIPRO,2013,6394,-4536,-1140,717
1231,WIPRO,2014,6790,-284,-3570,2936
1232,WIPRO,2015,7840,-2537,-830,4474
1233,WIPRO,2016,7887,-13761,-159,-6032
1234,WIPRO,2017,9277,-11770,-2275,-4767
1235,WIPRO,2018,8423,3595,-12998,-979
1236,WIPRO,2019,11632,5065,-4937,11760
1237,WIPRO,2020,10064,3593,-15100,-1442
1238,WIPRO,2021,14755,685,-12884,2556
1239,WIPRO,2022,11080,-22321,4659,-6583
1240,WIPRO,2023,13060,-8169,-6088,-1197
1241,WIPRO,2024,17622,1144,-18257,509
1242,ZOMATO,2020,-2144,1740,359,-45
1243,ZOMATO,2021,-1018,-5245,6402,139
1244,ZOMATO,2022,-693,-7971,8750,86
1245,ZOMATO,2023,-844,797,-127,-174
1246,ZOMATO,2024,646,-348,-207,91
1247,ZYDUSLIFE,2013,603,-682,286,207
1248,ZYDUSLIFE,2014,903,-438,-529,-64
1249,ZYDUSLIFE,2015,994,-465,-351,178
1250,ZYDUSLIFE,2016,1894,-860,-935,99
1251,ZYDUSLIFE,2017,1312,-2872,2316,756
1252,ZYDUSLIFE,2018,919,-974,52,-3
1253,ZYDUSLIFE,2019,1282,-3977,1885,-811
1254,ZYDUSLIFE,2020,2932,-1004,-1528,399
1255,ZYDUSLIFE,2021,3294,-837,-2548,-90
1256,ZYDUSLIFE,2022,2104,-1018,-868,219
1257,ZYDUSLIFE,2023,2689,1542,-4400,-170
1258,ZYDUSLIFE,2024,3228,-1492,-1810,-75
